timestamp_s,x,y,z,qx,qy,qz,qw
1773244221.172524,0.055163,0.272354,0.529874,-0.809441,-0.001983,0.047288,0.585291
1773244221.212934,0.056032,0.260231,0.522730,-0.822065,-0.003279,0.047799,0.567375
1773244221.239601,0.057894,0.249406,0.515633,-0.831328,-0.003949,0.048388,0.553658
1773244221.272784,0.057894,0.249406,0.515633,-0.831328,-0.003949,0.048388,0.553658
1773244221.306984,0.059004,0.236510,0.505626,-0.850476,-0.006001,0.049407,0.523654
1773244221.338945,0.064098,0.214083,0.486715,-0.880150,-0.011893,0.049723,0.471935
1773244221.373144,0.067247,0.203156,0.475492,-0.904252,-0.014331,0.051552,0.423633
1773244221.406496,0.070041,0.194208,0.465598,-0.933853,-0.018969,0.053032,0.353196
1773244221.438912,0.070041,0.194208,0.465598,-0.933853,-0.018969,0.053032,0.353196
1773244221.473001,0.075186,0.175847,0.440946,-0.991441,-0.039755,0.051644,0.113124
1773244221.506856,0.076127,0.169673,0.429875,-0.992730,-0.045752,0.048809,0.100056
1773244221.539374,0.076127,0.169673,0.429875,-0.992730,-0.045752,0.048809,0.100056
1773244221.572483,0.076742,0.161080,0.416920,-0.993294,-0.050551,0.046471,0.093012
1773244221.606787,0.078557,0.147254,0.390293,-0.974078,-0.047066,0.044386,0.216765
1773244221.638922,0.079581,0.141130,0.378139,-0.962491,-0.044851,0.043803,0.263970
1773244221.672490,0.079581,0.141130,0.378139,-0.962491,-0.044851,0.043803,0.263970
1773244221.706425,0.081956,0.128808,0.352766,-0.975161,-0.050576,0.043234,0.211269
1773244221.739584,0.082352,0.122197,0.340168,-0.990389,-0.056547,0.043418,0.118522
1773244221.772785,0.082450,0.116859,0.328858,-0.996334,-0.062571,0.042521,0.039945
1773244221.806674,0.078527,0.111424,0.315414,-0.996677,-0.067799,0.041304,-0.018246
1773244221.839914,0.075948,0.106334,0.302093,-0.996689,-0.070970,0.039605,0.002191
1773244221.873715,0.072314,0.102386,0.288344,-0.995841,-0.071515,0.038851,0.040952
1773244221.907118,0.069052,0.098885,0.276111,-0.992116,-0.069217,0.038937,0.096945
1773244221.939607,0.067381,0.094304,0.261400,-0.982826,-0.063749,0.039918,0.168510
1773244221.972527,0.065091,0.090756,0.249501,-0.970545,-0.058330,0.040695,0.230181
1773244222.006322,0.060536,0.086547,0.232467,-0.932072,-0.050101,0.039622,0.356599
1773244222.040277,0.057093,0.084120,0.219494,-0.895337,-0.048497,0.036038,0.441272
1773244222.072484,0.057093,0.084120,0.219494,-0.895337,-0.048497,0.036038,0.441272
1773244222.107245,0.053613,0.082512,0.207969,-0.869486,-0.047704,0.033521,0.490505
1773244222.139921,0.048649,0.079699,0.187129,-0.845558,-0.044244,0.032657,0.531044
1773244222.172454,0.048649,0.079699,0.187129,-0.845558,-0.044244,0.032657,0.531044
1773244222.206411,0.044025,0.077187,0.168986,-0.824345,-0.039837,0.033151,0.563710
1773244222.239058,0.041993,0.076394,0.160896,-0.802588,-0.037946,0.032488,0.594439
1773244222.272182,0.040796,0.075789,0.155387,-0.793592,-0.039177,0.031660,0.606362
1773244222.307043,0.039298,0.074431,0.151323,-0.646913,-0.023428,0.025648,0.761772
1773244222.340206,0.036873,0.070814,0.143181,-0.545863,-0.018308,0.019109,0.837456
1773244222.373351,0.036040,0.069901,0.142312,-0.436308,-0.013444,0.012028,0.899617
1773244222.406845,0.036151,0.068335,0.136981,-0.344211,-0.012044,0.005129,0.938801
1773244222.439669,0.036776,0.067855,0.139798,-0.278472,-0.002828,0.004072,0.960432
1773244222.472189,0.037133,0.066115,0.134961,-0.137286,0.006556,-0.002695,0.990506
1773244222.507423,0.038060,0.064614,0.136847,-0.104034,0.008317,-0.004360,0.994529
1773244222.539785,0.037742,0.064473,0.136159,-0.098109,0.008839,-0.004530,0.995126
1773244222.572516,0.037742,0.064473,0.136159,-0.098109,0.008839,-0.004530,0.995126
1773244222.607776,0.038315,0.062544,0.135972,-0.091153,0.008993,-0.004921,0.995784
1773244222.639873,0.038315,0.062544,0.135972,-0.091153,0.008993,-0.004921,0.995784
1773244222.672428,0.038428,0.061083,0.136348,-0.088423,0.009142,-0.005047,0.996028
1773244222.711463,0.038698,0.060955,0.135469,-0.087247,0.009204,-0.005106,0.996131
1773244222.739139,0.038698,0.060955,0.135469,-0.087247,0.009204,-0.005106,0.996131
1773244222.772195,0.038608,0.061708,0.135477,-0.086076,0.009155,-0.005222,0.996233
1773244222.806507,0.038543,0.061670,0.135713,-0.085867,0.009136,-0.005252,0.996251
1773244222.838933,0.038441,0.061647,0.135465,-0.087128,0.009037,-0.005198,0.996143
1773244222.872794,0.038797,0.061472,0.135270,-0.085566,0.009019,-0.005327,0.996277
1773244222.906362,0.038749,0.061604,0.135419,-0.085223,0.008973,-0.005376,0.996307
1773244222.939077,0.038624,0.061536,0.135100,-0.083660,0.008938,-0.005509,0.996439
1773244222.972575,0.038653,0.061667,0.135241,-0.083700,0.008897,-0.005529,0.996436
1773244223.006939,0.038622,0.061484,0.135411,-0.081840,0.008865,-0.005684,0.996590
1773244223.039026,0.038716,0.061582,0.135166,-0.081852,0.008713,-0.005753,0.996590
1773244223.072963,0.038697,0.061638,0.135267,-0.081232,0.008617,-0.005843,0.996641
1773244223.106605,0.038786,0.061471,0.135101,-0.079726,0.008562,-0.005983,0.996762
1773244223.139155,0.038832,0.061623,0.135045,-0.079088,0.008446,-0.006085,0.996813
1773244223.172535,0.038832,0.061623,0.135045,-0.079088,0.008446,-0.006085,0.996813
1773244223.207375,0.038839,0.061439,0.135018,-0.077885,0.008197,-0.006296,0.996909
1773244223.239117,0.038965,0.061608,0.135020,-0.076688,0.008161,-0.006402,0.997001
1773244223.275724,0.038965,0.061608,0.135020,-0.076688,0.008161,-0.006402,0.997001
1773244223.307195,0.038747,0.061565,0.135095,-0.075939,0.008058,-0.006506,0.997059
1773244223.339351,0.038810,0.061512,0.134953,-0.075140,0.007992,-0.006594,0.997119
1773244223.372620,0.039071,0.061513,0.135035,-0.073963,0.007918,-0.006718,0.997207
1773244223.407105,0.039101,0.061385,0.135040,-0.073520,0.007785,-0.006809,0.997240
1773244223.439097,0.038984,0.061510,0.134849,-0.072187,0.007721,-0.006942,0.997337
1773244223.472539,0.038972,0.061530,0.134858,-0.071069,0.007619,-0.007076,0.997417
1773244223.507618,0.039077,0.061376,0.134870,-0.070150,0.007491,-0.007202,0.997482
1773244223.539323,0.039204,0.061540,0.134804,-0.069662,0.007438,-0.007269,0.997516
1773244223.572572,0.039386,0.061424,0.134837,-0.068043,0.007354,-0.007424,0.997628
1773244223.608464,0.039213,0.061494,0.135002,-0.066927,0.007361,-0.007506,0.997702
1773244223.639197,0.039136,0.061388,0.134713,-0.065242,0.007358,-0.007633,0.997813
1773244223.672355,0.039145,0.061453,0.134891,-0.063389,0.007317,-0.007795,0.997932
1773244223.708163,0.039238,0.061546,0.134874,-0.062205,0.007235,-0.007921,0.998006
1773244223.739486,0.039188,0.061420,0.134880,-0.061984,0.007193,-0.007956,0.998020
1773244223.772387,0.039180,0.061644,0.134729,-0.060727,0.007137,-0.008079,0.998096
