timestamp_s,x,y,z,qx,qy,qz,qw
1773245343.504259,-0.000295,-0.000088,0.139501,-0.000261,-0.000585,-0.000092,1.000000
1773245343.537641,-0.000442,-0.000178,0.139693,-0.000177,-0.000620,-0.000106,1.000000
1773245343.572086,-0.000430,-0.000178,0.139575,-0.000258,-0.000611,-0.000097,1.000000
1773245343.604238,-0.000303,0.000054,0.139515,-0.000315,-0.000630,-0.000096,1.000000
1773245343.637603,-0.000302,-0.000104,0.139570,0.000232,-0.000585,-0.000125,1.000000
1773245343.674962,-0.000342,-0.000235,0.139685,0.000964,-0.000598,-0.000177,0.999999
1773245343.706282,-0.000356,-0.000129,0.139561,0.001100,-0.000640,-0.000194,0.999999
1773245343.738620,-0.000356,-0.000129,0.139561,0.001100,-0.000640,-0.000194,0.999999
1773245343.793848,-0.000392,-0.000031,0.139590,0.000893,-0.000628,-0.000179,0.999999
1773245343.815616,-0.000392,-0.000031,0.139590,0.000893,-0.000628,-0.000179,0.999999
1773245343.850677,-0.000293,-0.000089,0.139256,0.001388,-0.000612,-0.000208,0.999999
1773245343.884737,-0.000347,-0.000058,0.139437,0.001286,-0.000637,-0.000208,0.999999
1773245343.911133,-0.000409,-0.000166,0.139479,0.000848,-0.000627,-0.000175,0.999999
1773245343.937690,-0.000448,-0.000079,0.139837,0.000693,-0.000633,-0.000168,1.000000
1773245343.972609,-0.000228,-0.000192,0.139543,0.000400,-0.000598,-0.000141,1.000000
1773245344.004643,-0.000345,-0.000287,0.139535,0.000759,-0.000649,-0.000176,0.999999
1773245344.037830,-0.000402,-0.000062,0.139636,0.000399,-0.000645,-0.000151,1.000000
1773245344.072082,-0.000344,-0.000072,0.139657,0.000789,-0.000610,-0.000170,0.999999
1773245344.115001,-0.000262,-0.000176,0.139506,0.000975,-0.000634,-0.000187,0.999999
1773245344.142066,-0.000505,-0.000116,0.139635,0.000833,-0.000653,-0.000182,0.999999
1773245344.173992,-0.000332,-0.000170,0.139324,0.000501,-0.000595,-0.000147,1.000000
1773245344.204388,-0.000275,-0.000035,0.139749,0.000082,-0.000569,-0.000113,1.000000
1773245344.237667,-0.000250,-0.000038,0.139525,0.000258,-0.000588,-0.000130,1.000000
1773245344.275161,-0.000463,-0.000274,0.139439,0.000897,-0.000608,-0.000178,0.999999
1773245344.304367,-0.000463,-0.000274,0.139439,0.000897,-0.000608,-0.000178,0.999999
1773245344.337709,-0.000415,-0.000123,0.139396,0.001373,-0.000614,-0.000211,0.999999
1773245344.379271,-0.000292,-0.000212,0.139452,0.001716,-0.000562,-0.000224,0.999998
1773245344.411331,-0.000418,-0.000138,0.139389,0.001968,-0.000613,-0.000251,0.999998
1773245344.437663,-0.000400,-0.000183,0.139239,0.001644,-0.000596,-0.000226,0.999998
1773245344.475028,-0.000373,-0.000083,0.139479,0.001317,-0.000630,-0.000210,0.999999
1773245344.504282,-0.000412,-0.000107,0.139311,0.000720,-0.000573,-0.000157,1.000000
1773245344.537639,-0.000345,-0.000116,0.139201,0.000107,-0.000597,-0.000121,1.000000
1773245344.571544,-0.000346,-0.000078,0.139601,0.000358,-0.000602,-0.000140,1.000000
1773245344.604774,-0.000313,-0.000043,0.139615,-0.000148,-0.000597,-0.000106,1.000000
1773245344.638173,-0.000459,-0.000165,0.139503,-0.000544,-0.000573,-0.000073,1.000000
1773245344.671642,-0.000292,-0.000076,0.139623,-0.000005,-0.000618,-0.000119,1.000000
1773245344.704252,-0.000361,-0.000098,0.139551,0.000057,-0.000627,-0.000123,1.000000
1773245344.737609,-0.000335,-0.000173,0.139451,0.000524,-0.000630,-0.000157,1.000000
1773245344.778006,-0.000490,-0.000142,0.139273,0.000703,-0.000601,-0.000163,1.000000
1773245344.804647,-0.000147,-0.000110,0.139759,0.000112,-0.000622,-0.000129,1.000000
1773245344.837611,-0.000324,-0.000064,0.139130,0.000075,-0.000653,-0.000130,1.000000
1773245344.871656,-0.000324,-0.000064,0.139130,0.000075,-0.000653,-0.000130,1.000000
1773245344.904648,-0.000414,-0.000122,0.139309,0.000416,-0.000652,-0.000152,1.000000
1773245344.937630,-0.000414,-0.000122,0.139309,0.000416,-0.000652,-0.000152,1.000000
1773245344.972000,-0.000390,-0.000163,0.139266,0.000989,-0.000628,-0.000188,0.999999
1773245345.004429,-0.000392,-0.000168,0.139353,0.001091,-0.000615,-0.000193,0.999999
1773245345.053468,-0.000392,-0.000168,0.139353,0.001091,-0.000615,-0.000193,0.999999
1773245345.079036,-0.000402,-0.000178,0.139551,0.001018,-0.000628,-0.000190,0.999999
1773245345.106603,-0.000379,-0.000241,0.139148,0.000974,-0.000609,-0.000183,0.999999
1773245345.137581,-0.000390,-0.000255,0.139304,0.001036,-0.000644,-0.000194,0.999999
1773245345.171613,-0.000390,-0.000255,0.139304,0.001036,-0.000644,-0.000194,0.999999
1773245345.204272,-0.000390,-0.000255,0.139304,0.001036,-0.000644,-0.000194,0.999999
1773245345.237707,-0.000390,-0.000255,0.139304,0.001036,-0.000644,-0.000194,0.999999
1773245345.272256,-0.000391,-0.000262,0.139395,0.000998,-0.000610,-0.000185,0.999999
1773245345.310333,-0.000394,-0.000269,0.139492,0.000782,-0.000619,-0.000171,0.999999
1773245345.356019,-0.000394,-0.000269,0.139492,0.000782,-0.000619,-0.000171,0.999999
1773245345.372174,-0.000337,-0.000106,0.139202,0.000445,-0.000652,-0.000155,1.000000
1773245345.404378,-0.000324,-0.000083,0.139361,0.000403,-0.000614,-0.000145,1.000000
1773245345.437644,-0.000308,-0.000038,0.139751,0.000707,-0.000632,-0.000169,1.000000
1773245345.472305,-0.000297,-0.000180,0.139272,0.001249,-0.000593,-0.000198,0.999999
1773245345.504238,-0.000398,-0.000155,0.139327,0.000013,-0.000640,-0.000122,1.000000
1773245345.537678,-0.000337,-0.000064,0.139365,0.000304,-0.000603,-0.000136,1.000000
1773245345.572359,-0.000462,-0.000057,0.139491,0.000414,-0.000627,-0.000149,1.000000
1773245345.604313,-0.000298,-0.000184,0.139059,0.000100,-0.000614,-0.000125,1.000000
1773245345.637615,-0.000343,-0.000073,0.139371,-0.000451,-0.000634,-0.000090,1.000000
1773245345.671981,-0.000364,-0.000159,0.139452,-0.000516,-0.000644,-0.000086,1.000000
1773245345.704273,-0.000407,-0.000046,0.139391,-0.001091,-0.000695,-0.000059,0.999999
1773245345.742532,-0.000353,-0.000115,0.139470,-0.001301,-0.000659,-0.000038,0.999999
1773245345.772330,-0.000341,-0.000186,0.139550,-0.001758,-0.000616,0.000004,0.999998
1773245345.804253,-0.000394,-0.000197,0.139507,-0.001399,-0.000675,-0.000032,0.999999
1773245345.837718,-0.000372,-0.000043,0.139583,-0.001686,-0.000700,-0.000017,0.999998
1773245345.872190,-0.000339,-0.000035,0.139218,-0.001198,-0.000695,-0.000052,0.999999
1773245345.904284,-0.000267,-0.000193,0.139401,-0.001224,-0.000696,-0.000047,0.999999
1773245345.937683,-0.000403,-0.000259,0.139472,-0.000403,-0.000734,-0.000111,1.000000
1773245345.972260,-0.000289,0.000008,0.139476,-0.001158,-0.000753,-0.000063,0.999999
1773245346.004297,-0.000235,-0.000130,0.139345,-0.000667,-0.000751,-0.000096,0.999999
1773245346.037648,-0.000435,-0.000150,0.139392,-0.000991,-0.000735,-0.000069,0.999999
1773245346.072188,-0.000299,-0.000102,0.139466,-0.000650,-0.000730,-0.000090,1.000000
1773245346.104231,-0.000336,-0.000016,0.139527,0.000499,-0.000735,-0.000171,1.000000
1773245346.137599,-0.000478,-0.000223,0.139295,0.000278,-0.000715,-0.000151,1.000000
1773245346.172589,-0.000331,-0.000137,0.139566,0.000015,-0.000729,-0.000137,1.000000
1773245346.204295,-0.000327,-0.000215,0.139479,0.000161,-0.000745,-0.000150,1.000000
1773245346.237991,-0.000255,-0.000055,0.139565,-0.000536,-0.000733,-0.000100,1.000000
1773245346.272416,-0.000509,-0.000118,0.139525,-0.000636,-0.000727,-0.000092,1.000000
1773245346.304299,-0.000398,-0.000100,0.139532,-0.000583,-0.000740,-0.000098,1.000000
1773245346.337810,-0.000383,-0.000197,0.139341,-0.000040,-0.000749,-0.000136,1.000000
1773245346.371999,-0.000374,-0.000105,0.139380,-0.000786,-0.000750,-0.000089,0.999999
1773245346.404291,-0.000367,-0.000117,0.139571,-0.000688,-0.000734,-0.000091,0.999999
1773245346.437755,-0.000314,-0.000040,0.139772,-0.000566,-0.000803,-0.000113,1.000000
1773245346.471977,-0.000363,-0.000142,0.139509,-0.000130,-0.000823,-0.000147,1.000000
1773245346.504284,-0.000377,-0.000195,0.139420,-0.000481,-0.000768,-0.000110,1.000000
1773245346.537961,-0.000358,-0.000135,0.139342,-0.000067,-0.000760,-0.000137,1.000000
1773245346.571703,-0.000392,-0.000186,0.139515,0.000038,-0.000781,-0.000147,1.000000
1773245346.604313,-0.000431,-0.000158,0.139508,-0.000013,-0.000765,-0.000140,1.000000
1773245346.637675,-0.000295,0.000024,0.139758,-0.000142,-0.000785,-0.000134,1.000000
1773245346.671451,-0.000246,-0.000133,0.139357,-0.000662,-0.000784,-0.000097,0.999999
1773245346.704281,-0.000403,-0.000248,0.139411,-0.000184,-0.000866,-0.000147,1.000000
1773245346.737677,-0.000446,0.000002,0.139507,-0.000876,-0.000834,-0.000093,0.999999
1773245346.772307,-0.000325,-0.000191,0.139450,-0.000734,-0.000788,-0.000094,0.999999
1773245346.804316,-0.000353,-0.000062,0.139415,-0.000529,-0.000798,-0.000111,1.000000
1773245346.837921,-0.000509,-0.000297,0.139453,-0.000462,-0.000791,-0.000115,1.000000
1773245346.872332,-0.000253,-0.000043,0.139480,-0.000445,-0.000789,-0.000116,1.000000
1773245346.904284,-0.000449,-0.000214,0.139584,-0.000369,-0.000767,-0.000117,1.000000
1773245346.937659,-0.000469,-0.000257,0.139566,-0.000285,-0.000767,-0.000123,1.000000
1773245346.972466,-0.000308,-0.000112,0.139506,-0.000350,-0.000782,-0.000122,1.000000
1773245347.004308,-0.000325,-0.000072,0.139367,-0.000821,-0.000764,-0.000086,0.999999
1773245347.037670,-0.000380,-0.000116,0.139227,-0.000925,-0.000757,-0.000080,0.999999
1773245347.072539,-0.000381,-0.000024,0.139338,-0.001342,-0.000760,-0.000053,0.999999
1773245347.104220,-0.000263,-0.000095,0.139264,-0.000848,-0.000775,-0.000089,0.999999
1773245347.137738,-0.000263,-0.000095,0.139264,-0.000848,-0.000775,-0.000089,0.999999
1773245347.172125,-0.000256,-0.000094,0.139340,-0.000913,-0.000771,-0.000085,0.999999
1773245347.207910,-0.000365,-0.000135,0.139120,-0.001035,-0.000771,-0.000077,0.999999
1773245347.249984,-0.000378,-0.000083,0.139552,-0.000853,-0.000752,-0.000085,0.999999
1773245347.272865,-0.000435,-0.000088,0.139408,0.000218,-0.000802,-0.000169,1.000000
1773245347.304270,-0.000381,-0.000038,0.139224,-0.000154,-0.000759,-0.000135,1.000000
1773245347.337863,-0.000334,-0.000172,0.139390,0.000551,-0.000757,-0.000184,1.000000
1773245347.371864,-0.000421,-0.000261,0.139558,0.000080,-0.000832,-0.000164,1.000000
1773245347.404337,-0.000428,-0.000086,0.139427,-0.000155,-0.000840,-0.000149,1.000000
1773245347.437682,-0.000201,-0.000051,0.139301,-0.000615,-0.000798,-0.000109,0.999999
1773245347.472302,-0.000403,-0.000281,0.139311,0.000483,-0.000803,-0.000183,1.000000
1773245347.504407,-0.000532,-0.000095,0.139494,0.000364,-0.000832,-0.000181,1.000000
1773245347.538433,-0.000301,-0.000131,0.139432,0.000466,-0.000775,-0.000179,1.000000
1773245347.572352,-0.000349,-0.000185,0.139464,0.000933,-0.000711,-0.000199,0.999999
1773245347.604230,-0.000341,-0.000168,0.139410,0.000441,-0.000735,-0.000169,1.000000
1773245347.637630,-0.000348,-0.000080,0.139386,0.000667,-0.000747,-0.000186,0.999999
1773245347.672102,-0.000219,-0.000077,0.139363,0.000835,-0.000727,-0.000193,0.999999
1773245347.704265,-0.000366,-0.000160,0.139544,0.000325,-0.000711,-0.000155,1.000000
1773245347.737800,-0.000358,-0.000162,0.139456,0.000717,-0.000709,-0.000181,0.999999
1773245347.772152,-0.000281,-0.000102,0.139621,0.001103,-0.000775,-0.000221,0.999999
1773245347.804293,-0.000256,-0.000099,0.139549,0.001053,-0.000740,-0.000210,0.999999
1773245347.837699,-0.000256,-0.000099,0.139549,0.001053,-0.000740,-0.000210,0.999999
1773245347.872268,-0.000383,-0.000087,0.139436,0.000915,-0.000718,-0.000194,0.999999
1773245347.905033,-0.000383,-0.000087,0.139436,0.000915,-0.000718,-0.000194,0.999999
1773245347.937669,-0.000345,-0.000083,0.139473,0.001378,-0.000749,-0.000233,0.999999
1773245347.972312,-0.000399,-0.000117,0.139057,0.000635,-0.000684,-0.000171,1.000000
1773245348.004293,-0.000400,-0.000105,0.139368,0.000494,-0.000661,-0.000158,1.000000
1773245348.038345,-0.000400,-0.000105,0.139368,0.000494,-0.000661,-0.000158,1.000000
1773245348.072499,-0.000424,-0.000346,0.139208,0.000574,-0.000734,-0.000178,1.000000
1773245348.107919,-0.000424,-0.000346,0.139208,0.000574,-0.000734,-0.000178,1.000000
1773245348.138730,-0.000374,-0.000160,0.139174,-0.000241,-0.000743,-0.000123,1.000000
1773245348.172228,-0.000309,-0.000080,0.139418,0.000611,-0.000717,-0.000178,1.000000
1773245348.204297,-0.000480,-0.000132,0.139506,0.000436,-0.000700,-0.000162,1.000000
1773245348.237690,-0.000428,-0.000119,0.139574,0.000796,-0.000682,-0.000185,0.999999
1773245348.272167,-0.000229,-0.000119,0.139302,0.000604,-0.000680,-0.000171,1.000000
1773245348.304346,-0.000339,-0.000205,0.139325,0.000821,-0.000655,-0.000182,0.999999
1773245348.337631,-0.000431,-0.000109,0.139371,0.000083,-0.000705,-0.000142,1.000000
1773245348.372306,-0.000338,-0.000071,0.139470,0.000608,-0.000668,-0.000169,1.000000
1773245348.404254,-0.000345,-0.000202,0.139446,0.000619,-0.000607,-0.000158,1.000000
1773245348.437601,-0.000321,-0.000224,0.139398,0.001233,-0.000611,-0.000201,0.999999
1773245348.472261,-0.000406,-0.000161,0.139586,0.000763,-0.000633,-0.000174,0.999999
1773245348.504229,-0.000079,0.000027,0.139417,0.000472,-0.000644,-0.000156,1.000000
1773245348.537599,-0.000235,-0.000275,0.139475,0.000671,-0.000644,-0.000170,1.000000
1773245348.572372,-0.000430,-0.000233,0.139387,0.000970,-0.000616,-0.000186,0.999999
1773245348.604301,-0.000248,-0.000051,0.139353,0.000831,-0.000609,-0.000174,0.999999
1773245348.637657,-0.000160,-0.000187,0.139315,0.000404,-0.000614,-0.000145,1.000000
1773245348.672324,-0.000160,-0.000187,0.139315,0.000404,-0.000614,-0.000145,1.000000
1773245348.707747,-0.000160,-0.000187,0.139315,0.000404,-0.000614,-0.000145,1.000000
1773245348.740401,-0.000315,-0.000173,0.139531,0.000347,-0.000637,-0.000146,1.000000
1773245348.773260,-0.000295,-0.000029,0.139399,-0.000099,-0.000643,-0.000117,1.000000
1773245348.804309,-0.000456,-0.000204,0.139286,-0.000246,-0.000640,-0.000106,1.000000
1773245348.838062,-0.000298,-0.000113,0.139230,0.000055,-0.000623,-0.000123,1.000000
1773245348.877179,-0.000333,-0.000131,0.139258,-0.000666,-0.000694,-0.000087,1.000000
1773245348.904333,-0.000432,-0.000260,0.139158,-0.000570,-0.000707,-0.000093,1.000000
1773245348.937885,-0.000175,-0.000083,0.139486,-0.000615,-0.000635,-0.000077,1.000000
1773245348.971934,-0.000276,-0.000098,0.139402,0.000233,-0.000662,-0.000140,1.000000
1773245349.004344,-0.000249,-0.000083,0.139361,0.000240,-0.000653,-0.000140,1.000000
1773245349.045845,-0.000508,-0.000221,0.139385,0.000348,-0.000715,-0.000161,1.000000
1773245349.072968,-0.000328,-0.000085,0.139253,0.000034,-0.000662,-0.000128,1.000000
1773245349.104678,-0.000328,-0.000085,0.139253,0.000034,-0.000662,-0.000128,1.000000
1773245349.138785,-0.000388,-0.000234,0.139178,0.000754,-0.000628,-0.000171,1.000000
1773245349.172221,-0.000453,-0.000094,0.139530,0.000120,-0.000642,-0.000132,1.000000
1773245349.215607,-0.000453,-0.000094,0.139530,0.000120,-0.000642,-0.000132,1.000000
1773245349.237600,-0.000305,-0.000089,0.139116,0.000355,-0.000620,-0.000145,1.000000
1773245349.272762,-0.000302,-0.000091,0.139161,0.000589,-0.000619,-0.000161,1.000000
1773245349.304308,-0.000302,-0.000091,0.139161,0.000589,-0.000619,-0.000161,1.000000
1773245349.341517,-0.000302,-0.000091,0.139161,0.000589,-0.000619,-0.000161,1.000000
1773245349.378048,-0.000303,-0.000096,0.139295,0.000386,-0.000596,-0.000143,1.000000
1773245349.404324,-0.000408,-0.000239,0.139008,0.000668,-0.000605,-0.000163,1.000000
1773245349.437605,-0.000288,-0.000139,0.139642,0.000151,-0.000668,-0.000140,1.000000
1773245349.472149,-0.000402,-0.000173,0.139109,-0.000157,-0.000687,-0.000122,1.000000
1773245349.504215,-0.000485,-0.000233,0.139400,-0.000380,-0.000695,-0.000108,1.000000
1773245349.537598,-0.000396,-0.000129,0.139362,-0.000869,-0.000714,-0.000078,0.999999
1773245349.572431,-0.000382,-0.000091,0.139376,-0.000234,-0.000754,-0.000129,1.000000
1773245349.604346,-0.000358,-0.000120,0.139351,0.000298,-0.000765,-0.000168,1.000000
1773245349.637629,-0.000396,-0.000141,0.139474,0.000257,-0.000774,-0.000168,1.000000
1773245349.672465,-0.000378,-0.000086,0.139192,0.000409,-0.000783,-0.000179,1.000000
1773245349.704215,-0.000268,-0.000050,0.139322,0.000412,-0.000780,-0.000177,1.000000
1773245349.737651,-0.000403,-0.000173,0.139114,0.001142,-0.000793,-0.000229,0.999999
1773245349.772365,-0.000505,-0.000162,0.139352,0.000748,-0.000754,-0.000195,0.999999
1773245349.804348,-0.000230,-0.000074,0.139578,-0.000104,-0.000776,-0.000141,1.000000
1773245349.837673,-0.000271,-0.000194,0.139259,0.000175,-0.000779,-0.000160,1.000000
1773245349.873792,-0.000364,-0.000154,0.139483,-0.000351,-0.000814,-0.000130,1.000000
1773245349.908273,-0.000453,-0.000046,0.139364,-0.000560,-0.000805,-0.000114,1.000000
1773245349.940923,-0.000268,-0.000019,0.139180,-0.001104,-0.000817,-0.000079,0.999999
1773245349.972548,-0.000421,-0.000263,0.139311,-0.001066,-0.000810,-0.000078,0.999999
1773245350.004345,-0.000495,-0.000134,0.139766,-0.001739,-0.000871,-0.000044,0.999998
1773245350.037742,-0.000348,-0.000068,0.139455,-0.001765,-0.000898,-0.000047,0.999998
1773245350.072553,-0.000305,-0.000012,0.139276,-0.001784,-0.000883,-0.000045,0.999998
1773245350.104348,-0.000449,-0.000040,0.139344,-0.001437,-0.000884,-0.000068,0.999999
1773245350.137707,-0.000472,-0.000120,0.139415,-0.000999,-0.000873,-0.000095,0.999999
1773245350.171949,-0.000253,-0.000123,0.139474,-0.001689,-0.000842,-0.000043,0.999998
1773245350.204318,-0.000374,-0.000166,0.139460,-0.001645,-0.000855,-0.000048,0.999998
1773245350.237687,-0.000430,-0.000153,0.139414,-0.001657,-0.000828,-0.000041,0.999998
1773245350.272743,-0.000395,-0.000099,0.139314,-0.001708,-0.000869,-0.000046,0.999998
1773245350.304297,-0.000344,-0.000059,0.139322,-0.001384,-0.000870,-0.000070,0.999999
1773245350.337642,-0.000406,-0.000194,0.139522,-0.001695,-0.000857,-0.000043,0.999998
1773245350.372111,-0.000496,-0.000064,0.139284,-0.001708,-0.000825,-0.000036,0.999998
1773245350.404334,-0.000293,-0.000076,0.139513,-0.001509,-0.000884,-0.000062,0.999998
1773245350.437734,-0.000320,-0.000200,0.139391,-0.002014,-0.000940,-0.000039,0.999998
1773245350.477614,-0.000373,-0.000012,0.139272,-0.002238,-0.000891,-0.000014,0.999997
1773245350.504419,-0.000401,-0.000010,0.139330,-0.002099,-0.000889,-0.000024,0.999997
1773245350.537663,-0.000295,-0.000065,0.139328,-0.001556,-0.000903,-0.000063,0.999998
1773245350.572584,-0.000415,-0.000290,0.139217,-0.001740,-0.000900,-0.000050,0.999998
1773245350.604364,-0.000291,-0.000108,0.139366,-0.002194,-0.000872,-0.000014,0.999997
1773245350.637706,-0.000291,-0.000108,0.139366,-0.002194,-0.000872,-0.000014,0.999997
1773245350.672534,-0.000359,0.000010,0.139167,-0.002098,-0.000872,-0.000022,0.999997
1773245350.704274,-0.000288,-0.000059,0.139040,-0.002294,-0.000881,-0.000010,0.999997
1773245350.737684,-0.000418,-0.000087,0.139069,-0.000986,-0.000894,-0.000103,0.999999
1773245350.772187,-0.000412,-0.000129,0.139454,-0.001532,-0.000892,-0.000066,0.999998
1773245350.804226,-0.000406,-0.000149,0.139369,-0.001902,-0.000882,-0.000038,0.999998
1773245350.837683,-0.000448,-0.000131,0.139270,-0.001922,-0.000917,-0.000044,0.999998
1773245350.872448,-0.000312,-0.000049,0.139397,-0.001455,-0.000900,-0.000071,0.999999
1773245350.907472,-0.000301,-0.000069,0.139398,-0.001279,-0.000891,-0.000081,0.999999
1773245350.937834,-0.000446,-0.000201,0.139361,-0.000844,-0.000862,-0.000106,0.999999
1773245350.973319,-0.000397,-0.000151,0.139427,-0.001180,-0.000865,-0.000083,0.999999
1773245351.004277,-0.000274,-0.000052,0.139327,-0.001385,-0.000864,-0.000070,0.999999
1773245351.037620,-0.000408,-0.000232,0.139373,-0.001994,-0.000870,-0.000030,0.999998
1773245351.073730,-0.000354,-0.000048,0.139538,-0.001746,-0.000829,-0.000038,0.999998
1773245351.104594,-0.000311,-0.000000,0.139186,-0.001607,-0.000876,-0.000056,0.999998
1773245351.137832,-0.000342,-0.000293,0.139397,-0.001556,-0.000902,-0.000065,0.999998
1773245351.171826,-0.000437,-0.000019,0.139289,-0.001688,-0.000887,-0.000053,0.999998
1773245351.204292,-0.000442,-0.000063,0.139476,-0.001468,-0.000888,-0.000069,0.999999
1773245351.238615,-0.000224,-0.000164,0.139561,-0.001752,-0.000964,-0.000063,0.999998
1773245351.272197,-0.000532,-0.000171,0.139517,-0.001782,-0.000978,-0.000061,0.999998
1773245351.304603,-0.000239,0.000035,0.139366,-0.001550,-0.000909,-0.000065,0.999998
1773245351.337596,-0.000315,-0.000085,0.139092,-0.001271,-0.000916,-0.000085,0.999999
1773245351.372557,-0.000328,-0.000163,0.139247,-0.000909,-0.000889,-0.000102,0.999999
1773245351.404285,-0.000459,-0.000105,0.139446,-0.000965,-0.000877,-0.000097,0.999999
1773245351.437755,-0.000324,-0.000081,0.139527,-0.000742,-0.000850,-0.000110,0.999999
1773245351.471811,-0.000283,-0.000043,0.139293,-0.000439,-0.000832,-0.000127,1.000000
1773245351.504522,-0.000423,-0.000196,0.139307,-0.000832,-0.000851,-0.000103,0.999999
1773245351.538126,-0.000344,-0.000129,0.139402,-0.001153,-0.000841,-0.000078,0.999999
1773245351.572070,-0.000305,-0.000085,0.139146,-0.000841,-0.000873,-0.000106,0.999999
1773245351.604502,-0.000385,-0.000191,0.139027,-0.000698,-0.000846,-0.000111,0.999999
1773245351.638837,-0.000411,-0.000133,0.138976,-0.000419,-0.000899,-0.000140,0.999999
1773245351.675466,-0.000461,-0.000204,0.139227,-0.000498,-0.000896,-0.000134,0.999999
1773245351.704262,-0.000349,-0.000053,0.139332,-0.000892,-0.000889,-0.000107,0.999999
1773245351.737604,-0.000352,-0.000250,0.139485,-0.000754,-0.000865,-0.000112,0.999999
1773245351.774501,-0.000396,-0.000130,0.139175,-0.000843,-0.000882,-0.000108,0.999999
